"Time","60b90bf4acfc","a4a5072f8ff0","b6759833b9d8","fb897af970b5"
1592601260500,,,,
1592601261000,,,,
1592601261500,,,,
1592601262000,,,,
1592601262500,,,,
1592601263000,230,,228,220
1592601263500,,,,
1592601264000,,,,
1592601264500,,,,
1592601265000,,,,
1592601265500,,,,
1592601266000,,,,
1592601266500,,,,
1592601267000,,,,
1592601267500,,,,
1592601268000,5356,,5356,5348
1592601268500,,,,
1592601269000,,,,
1592601269500,,,,
1592601270000,,,,
1592601270500,,,,
1592601271000,,,,
1592601271500,,,,
1592601272000,,,,
1592601272500,,,,
1592601273000,10487,10277,10488,10475
1592601273500,,,,
1592601274000,,,,
1592601274500,,,,
1592601275000,,,,
1592601275500,,,,
1592601276000,,,,
1592601276500,,,,
1592601277000,,,,
1592601277500,,,,
1592601278000,15613,15406,15614,15599
1592601278500,,,,
1592601279000,,,,
1592601279500,,,,
1592601280000,,,,
1592601280500,,,,
1592601281000,,,,
1592601281500,,,,
1592601282000,,,,
1592601282500,,,,
1592601283000,20739,20535,,
1592601283500,,,,
1592601284000,,,20740,20729
1592601284500,,,,
1592601285000,,,,
1592601285500,,,,
1592601286000,,,,
1592601286500,,,,
1592601287000,,,,
1592601287500,,,,
1592601288000,,25671,,
1592601288500,,,,
1592601289000,25864,,25893,25893
1592601289500,,,,
1592601290000,,,,
1592601290500,,,,
1592601291000,,,,
1592601291500,,,,
1592601292000,,,,
1592601292500,,,,
1592601293000,,30804,,
1592601293500,,,,
1592601294000,30990,,31018,31019
1592601294500,,,,
1592601295000,,,,
1592601295500,,,,
1592601296000,,,,
1592601296500,,,,
1592601297000,,,,
1592601297500,,,,
1592601298000,,,,
1592601298500,,,,
1592601299000,36115,35929,36145,36144
1592601299500,,,,
1592601300000,,,,
1592601300500,,,,
1592601301000,,,,
1592601301500,,,,
1592601302000,,,,
1592601302500,,,,
1592601303000,,,,
1592601303500,,,,
1592601304000,41240,41054,41275,41268
1592601304500,,,,
1592601305000,,,,
1592601305500,,,,
1592601306000,,,,
1592601306500,,,,
1592601307000,,,,
1592601307500,,,,
1592601308000,,,,
1592601308500,,,,
1592601309000,46369,46183,46398,46393
1592601309500,,,,
1592601310000,,,,
1592601310500,,,,
1592601311000,,,,
1592601311500,,,,
1592601312000,,,,
1592601312500,,,,
1592601313000,,,,
1592601313500,,,,
1592601314000,51522,51334,51547,51549
1592601314500,,,,
1592601315000,,,,
1592601315500,,,,
1592601316000,,,,
1592601316500,,,,
1592601317000,,,,
1592601317500,,,,
1592601318000,,,,
1592601318500,,,,
1592601319000,56674,56485,56695,
1592601319500,,,,
1592601320000,,,,56706
1592601320500,,,,
1592601321000,,,,
1592601321500,,,,
1592601322000,,,,
1592601322500,,,,
1592601323000,,,,
1592601323500,,,,
1592601324000,61827,61637,,
1592601324500,,,,
1592601325000,,,61850,
1592601325500,,,,
1592601326000,,,,
1592601326500,,,,
1592601327000,,,,
1592601327500,,,,
1592601328000,,,,
1592601328500,,,,
1592601329000,,66792,,
1592601329500,,,,
1592601330000,66981,,67001,
1592601330500,,,,
1592601331000,,,,
1592601331500,,,,
1592601332000,,,,
1592601332500,,,,
1592601333000,,,,
1592601333500,,,,
1592601334000,,,,
1592601334500,,,,
1592601335000,72130,71949,,
1592601335500,,,,
1592601336000,,,,
1592601336500,,,,
1592601337000,,,,
1592601337500,,,,
1592601338000,,,,
1592601338500,,,,
1592601339000,,,,
1592601339500,,,,
1592601340000,77276,77103,,
1592601340500,,,,
1592601341000,,,,
1592601341500,,,,
1592601342000,,,,
1592601342500,,,,
1592601343000,,,,
1592601343500,,,,
1592601344000,,,,
1592601344500,,,,
1592601345000,82421,82257,,
1592601345500,,,,
1592601346000,,,,
1592601346500,,,,
1592601347000,,,,
1592601347500,,,,
1592601348000,,,,
1592601348500,,,,
1592601349000,,,,
1592601349500,,,,
1592601350000,87568,87410,,
1592601350500,,,,
1592601351000,,,,
1592601351500,,,,
1592601352000,,,,
1592601352500,,,,
1592601353000,,,,
1592601353500,,,,
1592601354000,,,,221
1592601354500,,,,
1592601355000,92732,92561,,
1592601355500,,,,
1592601356000,,,,
1592601356500,,,,
1592601357000,,,,
1592601357500,,,,
1592601358000,,,,
1592601358500,,,,
1592601359000,,,,5355
1592601359500,,,,
1592601360000,,97726,,
1592601360500,,,,
1592601361000,97882,,,
1592601361500,,,,
1592601362000,,,,
1592601362500,,,,
1592601363000,,,,
1592601363500,,,,
1592601364000,,,,10485
1592601364500,,,,
1592601365000,,,,
1592601365500,,,,
1592601366000,103030,102878,,
1592601366500,,,,
1592601367000,,,,
1592601367500,,,,
1592601368000,,,,
1592601368500,,,,
1592601369000,,,,
1592601369500,,,,
1592601370000,,,,
1592601370500,,,,
1592601371000,108177,108023,,
1592601371500,,,,
1592601372000,,,,
1592601372500,,,,
1592601373000,,,,
1592601373500,,,,
1592601374000,,,,
1592601374500,,,,
1592601375000,,,,
1592601375500,,,,
1592601376000,113325,113180,,
1592601376500,,,,
1592601377000,,,,
1592601377500,,,,
1592601378000,,,,220
1592601378500,,,,
1592601379000,,,,
1592601379500,,,,
1592601380000,,,,
1592601380500,,,,
1592601381000,118471,118334,,
1592601381500,,,,
1592601382000,,,,
1592601382500,,,,
1592601383000,,,,5349
1592601383500,,,,
1592601384000,,,,
1592601384500,,,,
1592601385000,,,,
1592601385500,,,,
1592601386000,123626,123478,,
1592601386500,,,,
1592601387000,,,,
1592601387500,,,,
1592601388000,,,,10484
1592601388500,,,,
1592601389000,,,,
1592601389500,,,,
1592601390000,,,,
1592601390500,,,,
1592601391000,128780,128634,,
1592601391500,,,,
1592601392000,,,,
1592601392500,,,,
1592601393000,,,,
1592601393500,,,,
1592601394000,,,,
1592601394500,,,,
1592601395000,,,,
1592601395500,,,,
1592601396000,,,,
1592601396500,,,,
1592601397000,133928,133784,,
1592601397500,,,,
1592601398000,,,,
1592601398500,,,,
1592601399000,,,,
1592601399500,,,,
1592601400000,,,,
1592601400500,,,,
1592601401000,,,,
1592601401500,,,,
1592601402000,139083,138939,,
1592601402500,,,,
1592601403000,,,,
1592601403500,,,,
1592601404000,,,,
1592601404500,,,,
1592601405000,,,,
1592601405500,,,,
1592601406000,,,,
1592601406500,,,,
1592601407000,144238,144090,,
1592601407500,,,,
1592601408000,,,,
1592601408500,,,,
1592601409000,,,,
1592601409500,,,,
1592601410000,,,226,
1592601410500,,,,
1592601411000,,,,
1592601411500,,,,
1592601412000,149391,149244,,
1592601412500,,,,
1592601413000,,,,
1592601413500,,,,
1592601414000,,,,
1592601414500,,,,
1592601415000,,,5352,
1592601415500,,,,
1592601416000,,,,
1592601416500,,,,
1592601417000,154543,154399,,228
1592601417500,,,,
1592601418000,,,,
1592601418500,,,,
1592601419000,,,,
1592601419500,,,,
1592601420000,,,10505,
1592601420500,,,,
1592601421000,,,,
1592601421500,,,,
1592601422000,159689,159546,,5354
1592601422500,,,,
1592601423000,,,,
1592601423500,,,,
1592601424000,,,,
1592601424500,,,,
1592601425000,,,15656,
1592601425500,,,,
1592601426000,,,,
1592601426500,,,,
1592601427000,,164700,,10484
1592601427500,,,,
1592601428000,164842,,,
1592601428500,,,,
1592601429000,,,,
1592601429500,,,,
1592601430000,,,20808,
1592601430500,,,,
1592601431000,,,,
1592601431500,,,,
1592601432000,,,,15635
1592601432500,,,,
1592601433000,169992,169852,,
1592601433500,,,,
1592601434000,,,,
1592601434500,,,,
1592601435000,,,,
1592601435500,,,,
1592601436000,,,,
1592601436500,,,,
1592601437000,,,,20788
1592601437500,,,,
1592601438000,175144,175001,,
1592601438500,,,,
1592601439000,,,,
1592601439500,,,,
1592601440000,,,,
1592601440500,,,,
1592601441000,,,,
1592601441500,,,,
1592601442000,,,,25942
1592601442500,,,,
1592601443000,180299,180158,,
1592601443500,,,,
1592601444000,,,,
1592601444500,,,,
1592601445000,,,,
1592601445500,,,,
1592601446000,,,,
1592601446500,,,,
1592601447000,,,,
1592601447500,,,,
1592601448000,185454,185311,,
1592601448500,,,,
1592601449000,,,,
1592601449500,,,,
1592601450000,,,,
1592601450500,,,,
1592601451000,,,,
1592601451500,,,,
1592601452000,,,,
1592601452500,,,,
1592601453000,190610,190472,,
1592601453500,,,,
1592601454000,,,,
1592601454500,,,,
1592601455000,,,,
1592601455500,,,,
1592601456000,,,,
1592601456500,,,,
1592601457000,,,,
1592601457500,,,,
1592601458000,195761,195632,,
1592601458500,,,,
1592601459000,,,222,223
1592601459500,,,,
1592601460000,,,,
1592601460500,,,,
1592601461000,,,,
1592601461500,,,,
1592601462000,,,,
1592601462500,,,,
1592601463000,,200777,,
1592601463500,,,,
1592601464000,200912,,5346,5348
1592601464500,,,,
1592601465000,,,,
1592601465500,,,,
1592601466000,,,,
1592601466500,,,,
1592601467000,,,,
1592601467500,,,,
1592601468000,,,,
1592601468500,,,,
1592601469000,206064,205931,10476,10481
1592601469500,,,,
1592601470000,,,,
1592601470500,,,,
1592601471000,,,,
1592601471500,,,,
1592601472000,,,,
1592601472500,,,,
1592601473000,,,,
1592601473500,,,,
1592601474000,211219,211086,,15616
1592601474500,,,,
1592601475000,,,15606,
1592601475500,,,,
1592601476000,,,,
1592601476500,,,,
1592601477000,,,,
1592601477500,,,,
1592601478000,,,,
1592601478500,,,,
1592601479000,216373,216235,,20766
1592601479500,,,,
1592601480000,,,20762,
1592601480500,,,,
1592601481000,,,,
1592601481500,,,,
1592601482000,,,,
1592601482500,,,,
1592601483000,,,,
1592601483500,,,,
1592601484000,221525,221390,,25916
1592601484500,,,,
1592601485000,,,25915,
1592601485500,,,,
1592601486000,,,,
1592601486500,,,,
1592601487000,,,,
1592601487500,,,,
1592601488000,,,,
1592601488500,,,,
1592601489000,226680,226544,,31068
1592601489500,,,,
1592601490000,,,31067,
1592601490500,,,,
1592601491000,,,,
1592601491500,,,,
1592601492000,,,,
1592601492500,,,,
1592601493000,,,,
1592601493500,,,,
1592601494000,231827,231698,,
1592601494500,,,,
1592601495000,,,36225,36216
1592601495500,,,,
1592601496000,,,,
1592601496500,,,,
1592601497000,,,,
1592601497500,,,,
1592601498000,,,,
1592601498500,,,,
1592601499000,,,,
1592601499500,,,,
1592601500000,236980,236851,41375,41368
1592601500500,,,,
1592601501000,,,,
1592601501500,,,,
1592601502000,,,,
1592601502500,,,,
1592601503000,,,,
1592601503500,,,,
1592601504000,,,,
1592601504500,,,,
1592601505000,242127,242005,46529,46521
1592601505500,,,,
1592601506000,,,,
1592601506500,,,,
1592601507000,,,,
1592601507500,,,,
1592601508000,,,,
1592601508500,,,,
1592601509000,,,,
1592601509500,,,,
1592601510000,247277,247151,,51667
1592601510500,,,,
1592601511000,,,51686,
1592601511500,,,,
1592601512000,,,,
1592601512500,,,,
1592601513000,,,,
1592601513500,,,,
1592601514000,,,,
1592601514500,,,,
1592601515000,252429,252308,,56822
1592601515500,,,,
1592601516000,,,56834,
1592601516500,,,,
1592601517000,,,,
1592601517500,,,,
1592601518000,,,,
1592601518500,,,,
1592601519000,,,,
1592601519500,,,,
1592601520000,257588,257471,,61978
1592601520500,,,,
1592601521000,,,61979,
1592601521500,,,,
1592601522000,,,,
1592601522500,,,,
1592601523000,,,,
1592601523500,,,,
1592601524000,,,,
1592601524500,,,,
1592601525000,262747,262620,,
1592601525500,,,,
1592601526000,,,67130,67130
1592601526500,,,,
1592601527000,,,,
1592601527500,,,,
1592601528000,,,,
1592601528500,,,,
1592601529000,,,,
1592601529500,,,,
1592601530000,,267771,,
1592601530500,,,,
1592601531000,267902,,72280,72278
1592601531500,,,,
1592601532000,,,,
1592601532500,,,,
1592601533000,,,,
1592601533500,,,,
1592601534000,,,,
1592601534500,,,,
1592601535000,,,,
1592601535500,,,,
1592601536000,273062,272937,77423,77424
1592601536500,,,,
1592601537000,,,,
1592601537500,,,,
1592601538000,,,,
1592601538500,,,,
1592601539000,,,,
1592601539500,,,,
1592601540000,,,,
1592601540500,,,,
1592601541000,278210,278082,,82577
1592601541500,,,,
1592601542000,,,82575,
1592601542500,,,,
1592601543000,,,,
1592601543500,,,,
1592601544000,,,,
1592601544500,,,,
1592601545000,,,,
1592601545500,,,,
1592601546000,283364,283234,,87729
1592601546500,,,,
1592601547000,,,87720,
1592601547500,,,,
1592601548000,,,,
1592601548500,,,,
1592601549000,,,,
1592601549500,,,,
1592601550000,,,,
1592601550500,,,,
1592601551000,288513,288387,,92879
1592601551500,,,,
1592601552000,,,92866,
1592601552500,,,,
1592601553000,,,,
1592601553500,,,,
1592601554000,,,,
1592601554500,,,,
1592601555000,,,,
1592601555500,,,,
1592601556000,293673,293540,,98026
1592601556500,,,,
1592601557000,,,98016,
1592601557500,,,,
1592601558000,,,,
1592601558500,,,,
1592601559000,,,,
1592601559500,,,,
1592601560000,,,,
1592601560500,,,,
1592601561000,298822,298694,,
1592601561500,,,,
1592601562000,,,,103179
1592601562500,,,,
1592601563000,,,,
1592601563500,,,,
1592601564000,,,105162,
1592601564500,,,,
1592601565000,,,,
1592601565500,,,,
1592601566000,,,,
1592601566500,,,,
1592601567000,303967,303838,,108329
1592601567500,,,,
1592601568000,,,,
1592601568500,,,,
1592601569000,,,110314,
1592601569500,,,,
1592601570000,,,,
1592601570500,,,,
1592601571000,,,,
1592601571500,,,,
1592601572000,309120,308992,,113480
1592601572500,,,,
1592601573000,,,,
1592601573500,,,,
1592601574000,,,115468,
1592601574500,,,,
1592601575000,,,,
1592601575500,,,,
1592601576000,,,,
1592601576500,,,,
1592601577000,314273,314138,,118634
1592601577500,,,,
1592601578000,,,,
1592601578500,,,,
1592601579000,,,,
1592601579500,,,,
1592601580000,,,120620,
1592601580500,,,,
1592601581000,,,,
1592601581500,,,,
1592601582000,319425,319289,,123786
1592601582500,,,,
1592601583000,,,,
1592601583500,,,,
1592601584000,,,,
1592601584500,,,,
1592601585000,,,125775,
1592601585500,,,,
1592601586000,,,,