"Time","192.168.1.165","192.168.1.179","192.168.1.200","192.168.1.206"
1592505318000,,,,
1592505318500,,,,
1592505319000,,,,
1592505319500,,,,
1592505320000,10398,,,
1592505320500,,,,
1592505321000,,10403,,10812
1592505321500,,,,
1592505322000,,,10416,
1592505322500,,,,
1592505323000,,,,
1592505323500,,,,
1592505324000,,,,
1592505324500,,,,
1592505325000,,,,
1592505325500,,,,
1592505326000,15714,,,
1592505326500,,,,
1592505327000,,15710,15772,16137
1592505327500,,,,
1592505328000,,,,
1592505328500,,,,
1592505329000,,,,
1592505329500,,,,
1592505330000,,,,
1592505330500,,,,
1592505331000,21037,,,
1592505331500,,,,
1592505332000,,21035,,21463
1592505332500,,,,
1592505333000,,,21121,
1592505333500,,,,
1592505334000,,,,
1592505334500,,,,
1592505335000,,,,
1592505335500,,,,
1592505336000,,,,
1592505336500,,,,
1592505337000,26530,26367,,26788
1592505337500,,,,
1592505338000,,,26451,
1592505338500,,,,
1592505339000,,,,
1592505339500,,,,
1592505340000,,,,
1592505340500,,,,
1592505341000,,,,
1592505341500,,,,
1592505342000,31898,,,
1592505342500,,,,
1592505343000,,31768,31860,32181
1592505343500,,,,
1592505344000,,,,
1592505344500,,,,
1592505345000,,,,
1592505345500,,,,
1592505346000,,,,
1592505346500,,,,
1592505347000,37306,,,
1592505347500,,,,
1592505348000,,37233,,37632
1592505348500,,,,
1592505349000,,,37334,
1592505349500,,,,
1592505350000,,,,
1592505350500,,,,
1592505351000,,,,
1592505351500,,,,
1592505352000,,,,
1592505352500,,,,
1592505353000,,,,43060
1592505353500,,,,
1592505354000,,42678,42788,
1592505354500,,,,
1592505355000,,,,
1592505355500,,,,
1592505356000,,,,
1592505356500,,,,
1592505357000,,,,
1592505357500,,,,
1592505358000,,,,
1592505358500,,,,
1592505359000,,48108,,48502
1592505359500,,,,
1592505360000,,,48263,
1592505360500,,,,
1592505361000,,,,
1592505361500,,,,
1592505362000,,,,
1592505362500,,,,
1592505363000,,,,
1592505363500,,,,
1592505364000,53866,53529,,53931
1592505364500,,,,
1592505365000,,,53696,
1592505365500,,,,
1592505366000,,,,
1592505366500,,,,
1592505367000,,,,
1592505367500,,,,
1592505368000,,,,
1592505368500,,,,
1592505369000,59257,,,
1592505369500,,,,
1592505370000,,58980,,59384
1592505370500,,,,
1592505371000,,,59166,
1592505371500,,,,
1592505372000,,,,
1592505372500,,,,
1592505373000,,,,
1592505373500,,,,
1592505374000,,,,
1592505374500,,,,
1592505375000,64759,64392,,64810
1592505375500,,,,
1592505376000,,,64609,
1592505376500,,,,
1592505377000,,,,
1592505377500,,,,
1592505378000,,,,
1592505378500,,,,
1592505379000,,,,
1592505379500,,,,
1592505380000,,,,
1592505380500,,,,
1592505381000,,69840,,70243
1592505381500,,,,
1592505382000,,,70069,
1592505382500,,,,
1592505383000,72791,,,
1592505383500,,,,
1592505384000,,,,
1592505384500,,,,
1592505385000,,,,
1592505385500,,,,
1592505386000,,75285,,75685
1592505386500,,,,
1592505387000,,,75613,
1592505387500,,,,
1592505388000,78192,,,
1592505388500,,,,
1592505389000,,,,
1592505389500,,,,
1592505390000,,,,
1592505390500,,,,
1592505391000,,,,
1592505391500,,,,
1592505392000,,80733,,81103
1592505392500,,,,
1592505393000,,,81095,
1592505393500,,,,
1592505394000,84009,,,
1592505394500,,,,
1592505395000,,,,
1592505395500,,,,
1592505396000,,,,
1592505396500,,,,
1592505397000,,86221,,86558
1592505397500,,,,
1592505398000,,,86508,
1592505398500,,,,
1592505399000,89356,,,
1592505399500,,,,
1592505400000,,,,
1592505400500,,,,
1592505401000,,,,
1592505401500,,,,
1592505402000,,,,92049
1592505402500,,,,
1592505403000,,91728,91932,
1592505403500,,,,
1592505404000,,,,
1592505404500,,,,
1592505405000,95089,,,
1592505405500,,,,
1592505406000,,,,
1592505406500,,,,
1592505407000,,,,
1592505407500,,,,
1592505408000,,97233,,97525
1592505408500,,,,
1592505409000,,,97396,
1592505409500,,,,
1592505410000,,,,
1592505410500,,,,
1592505411000,,,,
1592505411500,,,,
1592505412000,101769,,,
1592505412500,,,,
1592505413000,,,,102958
1592505413500,,,,
1592505414000,,102646,102848,
1592505414500,,,,
1592505415000,,,,
1592505415500,,,,
1592505416000,,,,
1592505416500,,,,
1592505417000,107113,,,
1592505417500,,,,
1592505418000,,,,
1592505418500,,,,
1592505419000,,108062,,108395
1592505419500,,,,
1592505420000,,,108305,
1592505420500,,,,
1592505421000,,,,
1592505421500,,,,
1592505422000,,,,
1592505422500,,,,
1592505423000,,,,
1592505423500,,,,
1592505424000,,113465,,113778
1592505424500,,,,
1592505425000,,,113774,
1592505425500,,,,
1592505426000,,,,
1592505426500,,,,
1592505427000,,,,
1592505427500,,,,
1592505428000,,,,
1592505428500,,,,
1592505429000,,,,
1592505429500,,,,
1592505430000,,118886,,119213
1592505430500,,,,
1592505431000,,,119219,
1592505431500,,,,
1592505432000,121751,,,
1592505432500,,,,
1592505433000,,,,
1592505433500,,,,
1592505434000,,,,
1592505434500,,,,
1592505435000,,124336,,124666
1592505435500,,,,
1592505436000,,,124679,
1592505436500,,,,
1592505437000,,,,
1592505437500,,,,
1592505438000,,,,
1592505438500,,,,
1592505439000,,,,
1592505439500,,,,
1592505440000,130163,,,
1592505440500,,,,
1592505441000,,129766,,130135
1592505441500,,,,
1592505442000,,,130133,
1592505442500,,,,
1592505443000,,,,
1592505443500,,,,
1592505444000,,,,
1592505444500,,,,
1592505445000,135571,,,
1592505445500,,,,
1592505446000,,135184,,135568
1592505446500,,,,
1592505447000,,,135669,
1592505447500,,,,
1592505448000,,,,
1592505448500,,,,
1592505449000,,,,
1592505449500,,,,
1592505450000,,,,
1592505450500,,,,
1592505451000,,,,141009
1592505451500,,,,
1592505452000,,140630,,
1592505452500,,,,
1592505453000,,,141173,
1592505453500,,,,
1592505454000,,,,
1592505454500,,,,
1592505455000,,,,
1592505455500,,,,
1592505456000,,,,
1592505456500,,,,
1592505457000,,146119,,146427
1592505457500,,,,
1592505458000,,,146661,
1592505458500,,,,
1592505459000,,,,
1592505459500,,,,
1592505460000,,,,
1592505460500,,,,
1592505461000,151433,,,
1592505461500,,,,
1592505462000,,,,151930
1592505462500,,,,
1592505463000,,151676,,
1592505463500,,,,
1592505464000,,,152128,
1592505464500,,,,
1592505465000,,,,
1592505465500,,,,
1592505466000,,,,
1592505466500,,,,
1592505467000,156845,,,
1592505467500,,,,
1592505468000,,157184,,157452
1592505468500,,,,
1592505469000,,,157578,
1592505469500,,,,
1592505470000,,,,
1592505470500,,,,
1592505471000,,,,
1592505471500,,,,
1592505472000,,,,
1592505472500,,,,
1592505473000,,,,162883
1592505473500,,,,
1592505474000,164586,162624,,
1592505474500,,,,
1592505475000,,,163059,
1592505475500,,,,
1592505476000,,,,
1592505476500,,,,
1592505477000,,,,
1592505477500,,,,
1592505478000,,,,
1592505478500,,,,
1592505479000,,168053,,168332
1592505479500,,,,
1592505480000,169977,,168509,
1592505480500,,,,
1592505481000,,,,
1592505481500,,,,
1592505482000,,,,
1592505482500,,,,
1592505483000,,,,
1592505483500,,,,
1592505484000,,173483,,173756
1592505484500,,,,
1592505485000,,,173984,
1592505485500,,,,
1592505486000,,,,
1592505486500,,,,
1592505487000,,,,
1592505487500,,,,
1592505488000,,,,
1592505488500,,,,
1592505489000,,,,
1592505489500,,,,
1592505490000,,178927,,179209
1592505490500,,,,
1592505491000,,,179438,
1592505491500,,,,
1592505492000,,,,
1592505492500,,,,
1592505493000,,,,
1592505493500,,,,
1592505494000,183649,,,
1592505494500,,,,
1592505495000,,184367,,184630
1592505495500,,,,
1592505496000,,,184889,
1592505496500,,,,
1592505497000,,,,
1592505497500,,,,
1592505498000,,,,
1592505498500,,,,
1592505499000,,,,
1592505499500,,,,
1592505500000,,,,190061
1592505500500,,,,
1592505501000,,189817,,
1592505501500,,,,
1592505502000,,,190402,
1592505502500,,,,
1592505503000,192595,,,
1592505503500,,,,
1592505504000,,,,
1592505504500,,,,
1592505505000,,,,
1592505505500,,,,
1592505506000,,195247,,195500
1592505506500,,,,
1592505507000,,,195831,
1592505507500,,,,
1592505508000,198041,,,
1592505508500,,,,
1592505509000,,,,
1592505509500,,,,
1592505510000,,,,
1592505510500,,,,
1592505511000,,,,200934
1592505511500,,,,
1592505512000,,200666,,
1592505512500,,,,
1592505513000,,,201361,
1592505513500,,,,
1592505514000,,,,
1592505514500,,,,
1592505515000,204723,,,
1592505515500,,,,
1592505516000,,,,
1592505516500,,,,
1592505517000,,206191,,206382
1592505517500,,,,
1592505518000,,,206813,
1592505518500,,,,
1592505519000,,,,
1592505519500,,,,
1592505520000,210187,,,
1592505520500,,,,
1592505521000,,,,
1592505521500,,,,
1592505522000,,,,211867
1592505522500,,,,
1592505523000,,211708,,
1592505523500,,,,
1592505524000,,,212303,
1592505524500,,,,
1592505525000,,,,
1592505525500,,,,
1592505526000,,,,
1592505526500,,,,
1592505527000,,,,
1592505527500,,,,
1592505528000,,217266,,217334
1592505528500,,,,
1592505529000,,,217746,
1592505529500,,,,
1592505530000,,,,
1592505530500,,,,
1592505531000,,,,
1592505531500,,,,
1592505532000,,,,
1592505532500,,,,
1592505533000,,,,222772
1592505533500,,,,
1592505534000,,222683,,
1592505534500,,,,
1592505535000,,,223224,
1592505535500,,,,
1592505536000,,,,
1592505536500,,,,
1592505537000,,,,
1592505537500,,,,
1592505538000,228005,,,
1592505538500,,,,
1592505539000,,228128,,228202
1592505539500,,,,
1592505540000,,,228669,
1592505540500,,,,
1592505541000,,,,
1592505541500,,,,
1592505542000,,,,
1592505542500,,,,
1592505543000,233397,,,
1592505543500,,,,
1592505544000,,233548,,233639
1592505544500,,,,
1592505545000,,,,
1592505545500,,,,
1592505546000,,,234117,
1592505546500,,,,
1592505547000,,,,
1592505547500,,,,
1592505548000,,,,
1592505548500,,,,
1592505549000,239150,,,239002
1592505549500,,,,
1592505550000,,238984,,
1592505550500,,,,
1592505551000,,,239598,
1592505551500,,,,
1592505552000,,,,
1592505552500,,,,
1592505553000,,,,
1592505553500,,,,
1592505554000,,,,
1592505554500,,,,
1592505555000,,244433,,244440
1592505555500,,,,
1592505556000,,,,
1592505556500,,,,
1592505557000,,,245062,
1592505557500,,,,
1592505558000,,,,
1592505558500,,,,
1592505559000,,,,
1592505559500,,,,
1592505560000,,,,249888
1592505560500,,,,
1592505561000,,249862,,
1592505561500,,,,
1592505562000,,,250589,
1592505562500,,,,
1592505563000,,,,
1592505563500,,,,
1592505564000,,,,
1592505564500,,,,
1592505565000,,,,
1592505565500,,,,
1592505566000,,255321,,255307
1592505566500,,,,
1592505567000,,,,
1592505567500,,,,
1592505568000,,,256046,
1592505568500,,,,
1592505569000,,,,
1592505569500,,,,
1592505570000,,,,
1592505570500,,,,
1592505571000,,,,260747
1592505571500,,,,
1592505572000,,260762,,
1592505572500,,,,
1592505573000,,,261547,
1592505573500,,,,
1592505574000,,,,
1592505574500,,,,
1592505575000,,,,
1592505575500,,,,
1592505576000,266543,,,
1592505576500,,,,
1592505577000,,266232,,266176
1592505577500,,,,
1592505578000,,,266977,
1592505578500,,,,
1592505579000,,,,
1592505579500,,,,
1592505580000,,,,
1592505580500,,,,
1592505581000,,,,
1592505581500,,,,
1592505582000,,,,271604
1592505582500,,,,
1592505583000,,271787,,
1592505583500,,,,
1592505584000,,,272432,
1592505584500,,,,
1592505585000,,,,
1592505585500,,,,
1592505586000,,,,
1592505586500,,,,
1592505587000,276804,,,277094
1592505587500,,,,
1592505588000,,277260,,
1592505588500,,,,
1592505589000,,,277893,
1592505589500,,,,
1592505590000,,,,
1592505590500,,,,
1592505591000,,,,
1592505591500,,,,
1592505592000,282218,,,
1592505592500,,,,
1592505593000,,,,282537
1592505593500,,,,
1592505594000,,282706,,
1592505594500,,,,
1592505595000,,,283346,
1592505595500,,,,
1592505596000,,,,
1592505596500,,,,
1592505597000,,,,
1592505597500,,,,
1592505598000,,,,287999
1592505598500,,,,
1592505599000,288716,288126,,
1592505599500,,,,
1592505600000,,,288811,
1592505600500,,,,
1592505601000,,,,
1592505601500,,,,
1592505602000,,,,
1592505602500,,,,
1592505603000,,,,
1592505603500,,,,
1592505604000,294057,293542,,293416
1592505604500,,,,
1592505605000,,,,
1592505605500,,,,
1592505606000,,,294249,
1592505606500,,,,
1592505607000,,,,
1592505607500,,,,
1592505608000,,,,
1592505608500,,,,
1592505609000,,,,
1592505609500,,,,
1592505610000,,298975,,298885
1592505610500,,,,
1592505611000,,,299689,
1592505611500,,,,
1592505612000,,,,
1592505612500,,,,
1592505613000,,,,
1592505613500,,,,
1592505614000,,,,
1592505614500,,,,
1592505615000,,304396,,304272
1592505615500,,,,
1592505616000,,,,
1592505616500,,,,
1592505617000,,,305161,
1592505617500,,,,
1592505618000,,,,
1592505618500,,,,
1592505619000,,,,
1592505619500,,,,
1592505620000,,,,309710
1592505620500,,,,
1592505621000,,309845,,
1592505621500,,,,
1592505622000,,,310671,
1592505622500,,,,
1592505623000,312723,,,
1592505623500,,,,
1592505624000,,,,
1592505624500,,,,
1592505625000,,,,
1592505625500,,,,
1592505626000,,315272,,315163
1592505626500,,,,
1592505627000,,,,
1592505627500,,,,
1592505628000,,,316190,
1592505628500,,,,
1592505629000,,,,
1592505629500,,,,
1592505630000,319734,,,
1592505630500,,,,
1592505631000,,,,320567
1592505631500,,,,
1592505632000,,320733,,
1592505632500,,,,
1592505633000,,,321626,
1592505633500,,,,
1592505634000,,,,
1592505634500,,,,
1592505635000,325171,,,
1592505635500,,,,
1592505636000,,,,325992
1592505636500,,,,
1592505637000,,326218,,
1592505637500,,,,
1592505638000,,,,
1592505638500,,,,
1592505639000,,,327106,
1592505639500,,,,
1592505640000,,,,
1592505640500,,,,
1592505641000,,,,
1592505641500,,,,
1592505642000,,,,331442
1592505642500,,,,
1592505643000,,331754,,
1592505643500,,,,
1592505644000,,,332563,
1592505644500,,,,
1592505645000,,,,
1592505645500,,,,
1592505646000,,,,
1592505646500,,,,
1592505647000,,,,336937
1592505647500,,,,
1592505648000,,337236,,
1592505648500,,,,
1592505649000,,,337999,
1592505649500,,,,
1592505650000,,,,
1592505650500,,,,
1592505651000,,,,
1592505651500,,,,
1592505652000,,,,
1592505652500,,,,
1592505653000,343123,,,342375
1592505653500,,,,
1592505654000,,342650,,
1592505654500,,,,
1592505655000,,,343430,
1592505655500,,,,

